"Depth","Porosity"
0.0025,0.945555483502228
0.08,0.863065758752519
0.0075,0.935549488976814
0.0125,0.930322311614013
0.0175,0.924214375219781
0.0225,0.903117055975385
0.0275,0.894899797600281
0.035,0.880449733086615
0.045,0.869475749416864
0.06,0.866688471757845
